,symbol,splits
1179,GILD,"[{'ticker': 'GILD', 'exDate': '2013-01-28', 'paymentDate': '2013-01-28', 'ratio': 0.5}, {'ticker': 'GILD', 'exDate': '2007-06-25', 'paymentDate': '2007-06-25', 'ratio': 0.5}, {'ticker': 'GILD', 'exDate': '2004-09-07', 'paymentDate': '2004-09-07', 'ratio': 0.5}, {'ticker': 'GILD', 'exDate': '2002-03-08', 'paymentDate': '2002-03-08', 'ratio': 0.5}, {'ticker': 'GILD', 'exDate': '2001-02-22', 'paymentDate': '2001-02-22', 'ratio': 0.5}]"
1180,CVS,"[{'ticker': 'CVS', 'exDate': '2005-06-07', 'paymentDate': '2005-06-07', 'ratio': 0.5}, {'ticker': 'CVS', 'exDate': '1998-06-16', 'paymentDate': '1998-06-16', 'ratio': 0.5}]"
1181,FSLY,[]
1182,JD,[]
1183,JMIA,[]
1184,ATVI,"[{'ticker': 'ATVI', 'exDate': '2008-09-08', 'paymentDate': '2008-09-08', 'ratio': 0.5}, {'ticker': 'ATVI', 'exDate': '2005-10-25', 'paymentDate': '2005-10-25', 'ratio': 0.7500018750046875}, {'ticker': 'ATVI', 'exDate': '2005-03-23', 'paymentDate': '2005-03-23', 'ratio': 0.7500018750046875}, {'ticker': 'ATVI', 'exDate': '2004-03-16', 'paymentDate': '2004-03-16', 'ratio': 0.6666666666666666}, {'ticker': 'ATVI', 'exDate': '2003-06-09', 'paymentDate': '2003-06-09', 'ratio': 0.6666666666666666}, {'ticker': 'ATVI', 'exDate': '2001-11-21', 'paymentDate': '2001-11-21', 'ratio': 0.6666666666666666}]"
1185,WM,[]
1186,NEE,"[{'ticker': 'NEE', 'exDate': '2020-10-27', 'paymentDate': '2020-10-26', 'declaredDate': '2020-09-14', 'ratio': 0.25, 'tofactor': 1, 'forfactor': 4}, {'ticker': 'NEE', 'exDate': '2005-03-16', 'paymentDate': '2005-03-16', 'ratio': 0.5}]"
1187,SFIX,[]
1188,C,"[{'ticker': 'C', 'exDate': '2011-05-09', 'paymentDate': '2011-05-09', 'ratio': 10}, {'ticker': 'C', 'exDate': '2000-08-28', 'paymentDate': '2000-08-28', 'ratio': 0.7500018750046875}, {'ticker': 'C', 'exDate': '1999-06-01', 'paymentDate': '1999-06-01', 'ratio': 0.6666666666666666}]"
1189,MU,"[{'ticker': 'MU', 'exDate': '2000-05-02', 'paymentDate': '2000-05-02', 'ratio': 0.5}]"
1190,O,"[{'ticker': 'O', 'exDate': '2005-01-03', 'paymentDate': '2005-01-03', 'ratio': 0.5}]"
1191,TSM,"[{'ticker': 'TSM', 'exDate': '2009-07-14', 'paymentDate': '2009-07-14', 'ratio': 0.995024875621891}, {'ticker': 'TSM', 'exDate': '2006-06-19', 'paymentDate': '2006-06-19', 'ratio': 0.970873786407767}, {'ticker': 'TSM', 'exDate': '2005-06-12', 'paymentDate': '2005-06-12', 'ratio': 0.952380952380952}, {'ticker': 'TSM', 'exDate': '2004-06-13', 'paymentDate': '2004-06-13', 'ratio': 0.87719298245614}, {'ticker': 'TSM', 'exDate': '2003-07-06', 'paymentDate': '2003-07-06', 'ratio': 0.925925925925926}, {'ticker': 'TSM', 'exDate': '2002-06-18', 'paymentDate': '2002-06-18', 'ratio': 0.909090909090909}, {'ticker': 'TSM', 'exDate': '2001-06-25', 'paymentDate': '2001-06-25', 'ratio': 0.714285714285714}, {'ticker': 'TSM', 'exDate': '2000-05-14', 'paymentDate': '2000-05-14', 'ratio': 0.78125}, {'ticker': 'TSM', 'exDate': '1999-08-15', 'paymentDate': '1999-08-15', 'ratio': 0.813008130081301}, {'ticker': 'TSM', 'exDate': '1998-08-25', 'paymentDate': '1998-08-25', 'ratio': 0.689655172413793}]"
1192,BNTX,[]
1193,GRWG,[]
1194,EBAY,"[{'ticker': 'EBAY', 'exDate': '2005-02-17', 'paymentDate': '2005-02-17', 'ratio': 0.5}, {'ticker': 'EBAY', 'exDate': '2003-08-29', 'paymentDate': '2003-08-29', 'ratio': 0.5}, {'ticker': 'EBAY', 'exDate': '2000-05-25', 'paymentDate': '2000-05-25', 'ratio': 0.5}, {'ticker': 'EBAY', 'exDate': '1999-03-02', 'paymentDate': '1999-03-02', 'ratio': 0.3333333333333333}]"
1195,OSTK,[]
1196,EA,"[{'ticker': 'EA', 'exDate': '2003-11-18', 'paymentDate': '2003-11-18', 'ratio': 0.5}, {'ticker': 'EA', 'exDate': '2000-09-11', 'paymentDate': '2000-09-11', 'ratio': 0.5}]"
1197,NET,[]
1198,SPG,"[{'ticker': 'SPG', 'exDate': '2009-11-11', 'paymentDate': '2009-11-11', 'ratio': 0.993739441518434}, {'ticker': 'SPG', 'exDate': '2009-08-12', 'paymentDate': '2009-08-12', 'ratio': 0.992831754730843}]"
1199,D,"[{'ticker': 'D', 'exDate': '2007-11-20', 'paymentDate': '2007-11-20', 'ratio': 0.5}]"
1200,DUK,"[{'ticker': 'DUK', 'exDate': '2012-07-03', 'paymentDate': '2012-07-03', 'ratio': 3.000030000300003}, {'ticker': 'DUK', 'exDate': '2007-01-02', 'paymentDate': '2007-01-02', 'ratio': 0.5811}, {'ticker': 'DUK', 'exDate': '2001-01-29', 'paymentDate': '2001-01-29', 'ratio': 0.5}]"
1201,RUN,[]
1202,ABT,"[{'ticker': 'ABT', 'exDate': '2013-01-01', 'paymentDate': '2013-01-01', 'ratio': 0.4798}, {'ticker': 'ABT', 'exDate': '2004-05-02', 'paymentDate': '2004-05-02', 'ratio': 0.9356}, {'ticker': 'ABT', 'exDate': '1998-06-01', 'paymentDate': '1998-06-01', 'ratio': 0.5}]"
1203,CZR,[]
1204,ORCL,"[{'ticker': 'ORCL', 'exDate': '2000-10-13', 'paymentDate': '2000-10-13', 'ratio': 0.5}, {'ticker': 'ORCL', 'exDate': '2000-01-19', 'paymentDate': '2000-01-19', 'ratio': 0.5}, {'ticker': 'ORCL', 'exDate': '1999-03-01', 'paymentDate': '1999-03-01', 'ratio': 0.6666666666666666}]"
1205,CVX,"[{'ticker': 'CVX', 'exDate': '2004-09-13', 'paymentDate': '2004-09-13', 'ratio': 0.5}]"
1206,BUD,[]
1207,DDOG,[]
1208,APPS,"[{'ticker': 'APPS', 'exDate': '2013-04-15', 'paymentDate': '2013-04-15', 'ratio': 5}, {'ticker': 'APPS', 'exDate': '2006-08-18', 'paymentDate': '2006-08-18', 'ratio': 0.4}]"
1209,RTX,[]
1210,BIGC,"[{'ticker': 'BIGC', 'exDate': '1998-06-24', 'paymentDate': '1998-06-24', 'ratio': 5}]"
1211,MAR,"[{'ticker': 'MAR', 'exDate': '2011-11-21', 'paymentDate': '2011-11-21', 'ratio': 0.942507068803016}, {'ticker': 'MAR', 'exDate': '2009-11-16', 'paymentDate': '2009-11-16', 'ratio': 0.997008973080758}, {'ticker': 'MAR', 'exDate': '2009-08-17', 'paymentDate': '2009-08-17', 'ratio': 0.99601593625498}, {'ticker': 'MAR', 'exDate': '2009-06-22', 'paymentDate': '2009-06-22', 'ratio': 0.99601593625498}, {'ticker': 'MAR', 'exDate': '2006-06-12', 'paymentDate': '2006-06-12', 'ratio': 0.5}]"
1212,U,[]
1213,AXP,"[{'ticker': 'AXP', 'exDate': '2005-10-02', 'paymentDate': '2005-10-02', 'ratio': 0.8753}, {'ticker': 'AXP', 'exDate': '2000-05-11', 'paymentDate': '2000-05-11', 'ratio': 0.3333333333333333}]"
1214,JKS,[]
1215,WYNN,[]
1216,CHGG,[]
1217,DFS,[]
1218,FANG,[]
1219,RDFN,[]
1220,VIR,[]
1221,BMY,"[{'ticker': 'BMY', 'exDate': '2001-08-06', 'paymentDate': '2001-08-06', 'ratio': 0.951777}, {'ticker': 'BMY', 'exDate': '1999-03-01', 'paymentDate': '1999-03-01', 'ratio': 0.5}]"
1222,NNOX,[]
1223,BBY,"[{'ticker': 'BBY', 'exDate': '2005-08-04', 'paymentDate': '2005-08-04', 'ratio': 0.6666666666666666}, {'ticker': 'BBY', 'exDate': '2002-05-13', 'paymentDate': '2002-05-13', 'ratio': 0.6666666666666666}, {'ticker': 'BBY', 'exDate': '1999-03-19', 'paymentDate': '1999-03-19', 'ratio': 0.5}, {'ticker': 'BBY', 'exDate': '1998-05-27', 'paymentDate': '1998-05-27', 'ratio': 0.5}]"
1224,LYV,[]
1225,SAVA,[]
1226,AMAT,"[{'ticker': 'AMAT', 'exDate': '2002-04-17', 'paymentDate': '2002-04-17', 'ratio': 0.5}, {'ticker': 'AMAT', 'exDate': '2000-03-16', 'paymentDate': '2000-03-16', 'ratio': 0.5}]"
1227,AFRM,[]
1228,DQ,"[{'ticker': 'DQ', 'exDate': '2020-11-17', 'paymentDate': '2020-11-16', 'ratio': 0.2, 'tofactor': 1, 'forfactor': 5}, {'ticker': 'DQ', 'exDate': '2012-12-21', 'paymentDate': '2012-12-21', 'ratio': 5}]"
1229,DRI,"[{'ticker': 'DRI', 'exDate': '2002-05-02', 'paymentDate': '2002-05-02', 'ratio': 0.6666666666666666}]"
1230,WDC,[]
1231,ARCT,[]
1232,MRK,"[{'ticker': 'MRK', 'exDate': '1999-02-17', 'paymentDate': '1999-02-17', 'ratio': 0.5}]"
1233,PEP,[]
1234,PSX,[]
1235,TSN,[]
1236,FSLR,[]
1237,TJX,"[{'ticker': 'TJX', 'exDate': '2018-11-07', 'paymentDate': '2018-11-06', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'TJX', 'exDate': '2012-02-03', 'paymentDate': '2012-02-03', 'ratio': 0.5}, {'ticker': 'TJX', 'exDate': '2002-05-09', 'paymentDate': '2002-05-09', 'ratio': 0.5}, {'ticker': 'TJX', 'exDate': '1998-06-26', 'paymentDate': '1998-06-26', 'ratio': 0.5}]"
1238,NEM,[]
1239,HLT,"[{'ticker': 'HLT', 'exDate': '2017-01-04', 'paymentDate': '2017-01-04', 'declaredDate': '2017-01-04', 'ratio': 3, 'tofactor': 3, 'forfactor': 1}, {'ticker': 'HLT', 'exDate': '2017-01-03', 'paymentDate': '2017-01-03', 'declaredDate': '2017-01-03', 'ratio': 3, 'tofactor': 3, 'forfactor': 1}]"
1240,STNE,[]
1241,SYY,"[{'ticker': 'SYY', 'exDate': '2000-12-18', 'paymentDate': '2000-12-18', 'ratio': 0.5}, {'ticker': 'SYY', 'exDate': '1998-03-23', 'paymentDate': '1998-03-23', 'ratio': 0.5}]"
1242,COF,"[{'ticker': 'COF', 'exDate': '1999-06-02', 'paymentDate': '1999-06-02', 'ratio': 0.3333333333333333}]"
1243,VLO,"[{'ticker': 'VLO', 'exDate': '2013-05-01', 'paymentDate': '2013-05-01', 'ratio': 0.914076782449726}, {'ticker': 'VLO', 'exDate': '2005-12-16', 'paymentDate': '2005-12-16', 'ratio': 0.5}, {'ticker': 'VLO', 'exDate': '2004-10-08', 'paymentDate': '2004-10-08', 'ratio': 0.5}]"
1244,BILI,[]
1245,EDIT,[]
1246,PLNT,[]
1247,MS,"[{'ticker': 'MS', 'exDate': '2000-01-27', 'paymentDate': '2000-01-27', 'ratio': 0.5}]"
1248,EXPE,"[{'ticker': 'EXPE', 'exDate': '2011-12-22', 'paymentDate': '2011-12-22', 'ratio': 2}]"
1249,EH,[]
1250,BIG,[]
1251,VMW,[]
1252,FUTU,[]
1253,DELL,[]
1254,MDT,"[{'ticker': 'MDT', 'exDate': '1999-09-27', 'paymentDate': '1999-09-27', 'ratio': 0.5}]"
1255,XLNX,"[{'ticker': 'XLNX', 'exDate': '1999-12-28', 'paymentDate': '1999-12-28', 'ratio': 0.5}, {'ticker': 'XLNX', 'exDate': '1999-03-12', 'paymentDate': '1999-03-12', 'ratio': 0.5}]"
1256,DLTR,"[{'ticker': 'DLTR', 'exDate': '2012-06-27', 'paymentDate': '2012-06-27', 'ratio': 0.5}, {'ticker': 'DLTR', 'exDate': '2010-06-25', 'paymentDate': '2010-06-25', 'ratio': 0.6666666666666666}, {'ticker': 'DLTR', 'exDate': '2000-06-20', 'paymentDate': '2000-06-20', 'ratio': 0.6666666666666666}, {'ticker': 'DLTR', 'exDate': '1998-06-30', 'paymentDate': '1998-06-30', 'ratio': 0.6666666666666666}]"
1257,APTV,[]
1258,TER,"[{'ticker': 'TER', 'exDate': '1999-09-01', 'paymentDate': '1999-09-01', 'ratio': 0.5}]"
1259,YUM,"[{'ticker': 'YUM', 'exDate': '2007-06-27', 'paymentDate': '2007-06-27', 'ratio': 0.5}, {'ticker': 'YUM', 'exDate': '2002-06-18', 'paymentDate': '2002-06-18', 'ratio': 0.5}]"
1260,DD,"[{'ticker': 'DD', 'exDate': '2000-06-19', 'paymentDate': '2000-06-19', 'ratio': 0.3333333333333333}]"
1261,UPST,[]
1262,FTCH,[]
1263,BX,[]
1264,POSH,[]
1265,DKS,"[{'ticker': 'DKS', 'exDate': '2007-10-22', 'paymentDate': '2007-10-22', 'ratio': 0.5}, {'ticker': 'DKS', 'exDate': '2004-04-06', 'paymentDate': '2004-04-06', 'ratio': 0.5}]"
1266,SO,"[{'ticker': 'SO', 'exDate': '2001-04-02', 'paymentDate': '2001-04-02', 'ratio': 0.6109}]"
1267,KMB,[]
1268,DHI,"[{'ticker': 'DHI', 'exDate': '2005-03-17', 'paymentDate': '2005-03-17', 'ratio': 0.7500018750046875}, {'ticker': 'DHI', 'exDate': '2004-01-13', 'paymentDate': '2004-01-13', 'ratio': 0.6666666666666666}, {'ticker': 'DHI', 'exDate': '2002-04-10', 'paymentDate': '2002-04-10', 'ratio': 0.6666666666666666}, {'ticker': 'DHI', 'exDate': '2001-03-06', 'paymentDate': '2001-03-06', 'ratio': 0.900900900900901}, {'ticker': 'DHI', 'exDate': '2000-09-13', 'paymentDate': '2000-09-13', 'ratio': 0.917431192660551}]"
1269,PRU,[]
1270,EXAS,[]
1271,PM,[]
1272,NTLA,[]
1273,WELL,[]
1274,LITE,[]
1275,SRPT,"[{'ticker': 'SRPT', 'exDate': '2012-07-12', 'paymentDate': '2012-07-12', 'ratio': 5.9998800023999515}]"
1276,CDNS,[]
1277,KMX,"[{'ticker': 'KMX', 'exDate': '2007-03-27', 'paymentDate': '2007-03-27', 'ratio': 0.5}]"
1278,ED,[]
1279,SLG,"[{'ticker': 'SLG', 'exDate': '2021-01-21', 'paymentDate': '2021-01-21', 'declaredDate': '2021-01-21', 'ratio': 0.971, 'tofactor': 1, 'forfactor': 1}]"
1280,PLD,[]
1281,KC,[]
1282,STX,[]
1283,DLR,[]
1284,NVS,"[{'ticker': 'NVS', 'exDate': '2000-05-11', 'paymentDate': '2000-05-11', 'ratio': 0.5}]"
1285,CL,"[{'ticker': 'CL', 'exDate': '2013-05-16', 'paymentDate': '2013-05-16', 'ratio': 0.5}, {'ticker': 'CL', 'exDate': '1999-07-01', 'paymentDate': '1999-07-01', 'ratio': 0.5}]"
1286,FISV,"[{'ticker': 'FISV', 'exDate': '2018-03-20', 'paymentDate': '2018-03-19', 'declaredDate': '2018-02-21', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'FISV', 'exDate': '2013-12-17', 'paymentDate': '2013-12-17', 'ratio': 0.5}, {'ticker': 'FISV', 'exDate': '2001-09-04', 'paymentDate': '2001-09-04', 'ratio': 0.6666666666666666}, {'ticker': 'FISV', 'exDate': '1999-05-03', 'paymentDate': '1999-05-03', 'ratio': 0.6666666666666666}, {'ticker': 'FISV', 'exDate': '1998-06-01', 'paymentDate': '1998-06-01', 'ratio': 0.6666666666666666}]"
1287,ROST,"[{'ticker': 'ROST', 'exDate': '2015-06-12', 'paymentDate': '2015-06-11', 'declaredDate': '2015-03-24', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'ROST', 'exDate': '2011-12-16', 'paymentDate': '2011-12-16', 'ratio': 0.5}, {'ticker': 'ROST', 'exDate': '2003-12-19', 'paymentDate': '2003-12-19', 'ratio': 0.5}, {'ticker': 'ROST', 'exDate': '1999-09-23', 'paymentDate': '1999-09-23', 'ratio': 0.5}]"
1288,GSX,[]
1289,A,[]
1290,NTAP,"[{'ticker': 'NTAP', 'exDate': '2000-03-23', 'paymentDate': '2000-03-23', 'ratio': 0.5}, {'ticker': 'NTAP', 'exDate': '1999-12-21', 'paymentDate': '1999-12-21', 'ratio': 0.5}, {'ticker': 'NTAP', 'exDate': '1998-12-22', 'paymentDate': '1998-12-22', 'ratio': 0.5}]"
1291,LEN,"[{'ticker': 'LEN', 'exDate': '2004-01-21', 'paymentDate': '2004-01-21', 'ratio': 0.5}]"
1292,ICE,"[{'ticker': 'ICE', 'exDate': '2016-11-04', 'paymentDate': '2016-11-03', 'declaredDate': '2016-08-03', 'ratio': 0.2, 'tofactor': 1, 'forfactor': 5}]"
1293,RIO,"[{'ticker': 'RIO', 'exDate': '2010-04-30', 'paymentDate': '2010-04-30', 'ratio': 0.25}]"
1294,AKAM,[]
1295,CTXS,"[{'ticker': 'CTXS', 'exDate': '2017-02-01', 'paymentDate': '2017-01-31', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'CTXS', 'exDate': '2000-02-17', 'paymentDate': '2000-02-17', 'ratio': 0.5}, {'ticker': 'CTXS', 'exDate': '1999-03-26', 'paymentDate': '1999-03-26', 'ratio': 0.5}, {'ticker': 'CTXS', 'exDate': '1998-02-23', 'paymentDate': '1998-02-23', 'ratio': 0.6666666666666666}]"
1296,AEP,[]
1297,LYB,[]
1298,PLAN,[]
1299,HOLX,"[{'ticker': 'HOLX', 'exDate': '2008-04-03', 'paymentDate': '2008-04-03', 'ratio': 0.5}, {'ticker': 'HOLX', 'exDate': '2005-12-01', 'paymentDate': '2005-12-01', 'ratio': 0.5}]"
1300,CREE,"[{'ticker': 'CREE', 'exDate': '2000-12-11', 'paymentDate': '2000-12-11', 'ratio': 0.5}, {'ticker': 'CREE', 'exDate': '1999-08-02', 'paymentDate': '1999-08-02', 'ratio': 0.5}]"
1301,EMR,"[{'ticker': 'EMR', 'exDate': '2006-12-12', 'paymentDate': '2006-12-12', 'ratio': 0.5}]"
1302,VFC,"[{'ticker': 'VFC', 'exDate': '2013-12-23', 'paymentDate': '2013-12-23', 'ratio': 0.25}]"
1303,EQR,"[{'ticker': 'EQR', 'exDate': '2001-10-12', 'paymentDate': '2001-10-12', 'ratio': 0.5}]"
1304,NTES,"[{'ticker': 'NTES', 'exDate': '2020-10-02', 'paymentDate': '2020-10-01', 'declaredDate': '2020-09-18', 'ratio': 0.2, 'tofactor': 1, 'forfactor': 5}, {'ticker': 'NTES', 'exDate': '2020-10-02', 'paymentDate': '2020-10-01', 'declaredDate': '2020-09-18', 'ratio': 0.2, 'tofactor': 1, 'forfactor': 5}, {'ticker': 'NTES', 'exDate': '2006-03-28', 'paymentDate': '2006-03-28', 'ratio': 0.25}]"
1305,HZNP,[]
1306,BHP,"[{'ticker': 'BHP', 'exDate': '2001-07-12', 'paymentDate': '2001-07-12', 'ratio': 0.484238051426081}]"
1307,BEKE,[]
1308,MNST,"[{'ticker': 'MNST', 'exDate': '2016-11-10', 'paymentDate': '2016-11-09', 'declaredDate': '2016-10-14', 'ratio': 0.3333333333333333, 'tofactor': 1, 'forfactor': 3}, {'ticker': 'MNST', 'exDate': '2012-02-16', 'paymentDate': '2012-02-16', 'ratio': 0.5}, {'ticker': 'MNST', 'exDate': '2006-07-10', 'paymentDate': '2006-07-10', 'ratio': 0.25}, {'ticker': 'MNST', 'exDate': '2005-08-09', 'paymentDate': '2005-08-09', 'ratio': 0.5}]"
1309,PGR,"[{'ticker': 'PGR', 'exDate': '2006-05-19', 'paymentDate': '2006-05-19', 'ratio': 0.25}, {'ticker': 'PGR', 'exDate': '2002-04-23', 'paymentDate': '2002-04-23', 'ratio': 0.3333333333333333}]"
1310,YNDX,[]
1311,STT,"[{'ticker': 'STT', 'exDate': '2001-05-31', 'paymentDate': '2001-05-31', 'ratio': 0.5}]"
1312,PXD,[]
1313,EV,"[{'ticker': 'EV', 'exDate': '2005-01-18', 'paymentDate': '2005-01-18', 'ratio': 0.5}, {'ticker': 'EV', 'exDate': '2000-11-14', 'paymentDate': '2000-11-14', 'ratio': 0.5}, {'ticker': 'EV', 'exDate': '1998-09-01', 'paymentDate': '1998-09-01', 'ratio': 0.5}]"
1314,HES,"[{'ticker': 'HES', 'exDate': '2006-06-01', 'paymentDate': '2006-06-01', 'ratio': 0.3333333333333333}]"
1315,ALL,"[{'ticker': 'ALL', 'exDate': '1998-07-02', 'paymentDate': '1998-07-02', 'ratio': 0.5}]"
1316,EW,"[{'ticker': 'EW', 'exDate': '2020-06-01', 'paymentDate': '2020-05-29', 'declaredDate': '2020-05-07', 'ratio': 0.3333333333333333, 'tofactor': 1, 'forfactor': 3}, {'ticker': 'EW', 'exDate': '2015-12-14', 'paymentDate': '2015-12-11', 'declaredDate': '2015-11-20', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'EW', 'exDate': '2010-05-28', 'paymentDate': '2010-05-28', 'ratio': 0.5}]"
1317,OTIS,[]
1318,PAYX,"[{'ticker': 'PAYX', 'exDate': '2000-05-23', 'paymentDate': '2000-05-23', 'ratio': 0.6666666666666666}, {'ticker': 'PAYX', 'exDate': '1999-05-24', 'paymentDate': '1999-05-24', 'ratio': 0.6666666666666666}, {'ticker': 'PAYX', 'exDate': '1998-05-26', 'paymentDate': '1998-05-26', 'ratio': 0.6666666666666666}]"
1319,YY,[]
1320,CSX,"[{'ticker': 'CSX', 'exDate': '2011-06-16', 'paymentDate': '2011-06-16', 'ratio': 0.3333333333333333}, {'ticker': 'CSX', 'exDate': '2006-08-16', 'paymentDate': '2006-08-16', 'ratio': 0.5}]"
1321,BLL,"[{'ticker': 'BLL', 'exDate': '2017-05-17', 'paymentDate': '2017-05-16', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'BLL', 'exDate': '2011-02-16', 'paymentDate': '2011-02-16', 'ratio': 0.5}, {'ticker': 'BLL', 'exDate': '2004-08-24', 'paymentDate': '2004-08-24', 'ratio': 0.5}, {'ticker': 'BLL', 'exDate': '2002-02-25', 'paymentDate': '2002-02-25', 'ratio': 0.5}]"
1322,BAX,"[{'ticker': 'BAX', 'exDate': '2015-07-01', 'paymentDate': '2015-07-01', 'ratio': 0.5431}, {'ticker': 'BAX', 'exDate': '2001-05-31', 'paymentDate': '2001-05-31', 'ratio': 0.5}]"
1323,ETN,"[{'ticker': 'ETN', 'exDate': '2011-03-01', 'paymentDate': '2011-03-01', 'ratio': 0.5}, {'ticker': 'ETN', 'exDate': '2004-02-24', 'paymentDate': '2004-02-24', 'ratio': 0.5}, {'ticker': 'ETN', 'exDate': '2001-01-01', 'paymentDate': '2001-01-01', 'ratio': 0.8677}]"
1324,OMC,"[{'ticker': 'OMC', 'exDate': '2007-06-26', 'paymentDate': '2007-06-26', 'ratio': 0.5}]"
1325,SRE,[]
1326,FIS,[]
1327,CMA,"[{'ticker': 'CMA', 'exDate': '1998-04-02', 'paymentDate': '1998-04-02', 'ratio': 0.6666666666666666}]"
1328,LNG,"[{'ticker': 'LNG', 'exDate': '2005-04-25', 'paymentDate': '2005-04-25', 'ratio': 0.5}, {'ticker': 'LNG', 'exDate': '2000-10-18', 'paymentDate': '2000-10-18', 'ratio': 4}]"
1329,INFO,[]
1330,CBRE,"[{'ticker': 'CBRE', 'exDate': '2006-06-02', 'paymentDate': '2006-06-02', 'ratio': 0.3333333333333333}]"
1331,MXIM,"[{'ticker': 'MXIM', 'exDate': '1999-12-22', 'paymentDate': '1999-12-22', 'ratio': 0.5}]"
1332,XEL,"[{'ticker': 'XEL', 'exDate': '1998-06-02', 'paymentDate': '1998-06-02', 'ratio': 0.5}]"
1333,TRMB,"[{'ticker': 'TRMB', 'exDate': '2013-03-21', 'paymentDate': '2013-03-21', 'ratio': 0.5}, {'ticker': 'TRMB', 'exDate': '2007-02-23', 'paymentDate': '2007-02-23', 'ratio': 0.5}, {'ticker': 'TRMB', 'exDate': '2004-03-05', 'paymentDate': '2004-03-05', 'ratio': 0.6666666666666666}]"
1334,CHD,"[{'ticker': 'CHD', 'exDate': '2016-08-31', 'paymentDate': '2016-08-31', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'CHD', 'exDate': '2011-06-02', 'paymentDate': '2011-06-02', 'ratio': 0.5}, {'ticker': 'CHD', 'exDate': '2004-09-02', 'paymentDate': '2004-09-02', 'ratio': 0.6666666666666666}, {'ticker': 'CHD', 'exDate': '1999-09-02', 'paymentDate': '1999-09-02', 'ratio': 0.5}]"
1335,CTSH,"[{'ticker': 'CTSH', 'exDate': '2014-03-06', 'paymentDate': '2014-03-07', 'declaredDate': '2014-02-04', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'CTSH', 'exDate': '2007-10-17', 'paymentDate': '2007-10-17', 'ratio': 0.5}, {'ticker': 'CTSH', 'exDate': '2004-06-18', 'paymentDate': '2004-06-18', 'ratio': 0.5}, {'ticker': 'CTSH', 'exDate': '2003-04-02', 'paymentDate': '2003-04-02', 'ratio': 0.3333333333333333}, {'ticker': 'CTSH', 'exDate': '2000-03-17', 'paymentDate': '2000-03-17', 'ratio': 0.5}]"
1336,TAL,"[{'ticker': 'TAL', 'exDate': '2017-08-16', 'paymentDate': '2017-08-15', 'ratio': 0.16666666666666666, 'tofactor': 1, 'forfactor': 6}]"
1337,CERN,"[{'ticker': 'CERN', 'exDate': '2013-07-01', 'paymentDate': '2013-07-01', 'ratio': 0.5}, {'ticker': 'CERN', 'exDate': '2011-06-27', 'paymentDate': '2011-06-27', 'ratio': 0.5}, {'ticker': 'CERN', 'exDate': '2006-01-10', 'paymentDate': '2006-01-10', 'ratio': 0.5}]"
1338,PCAR,"[{'ticker': 'PCAR', 'exDate': '2007-10-10', 'paymentDate': '2007-10-10', 'ratio': 0.6666666666666666}, {'ticker': 'PCAR', 'exDate': '2006-08-11', 'paymentDate': '2006-08-11', 'ratio': 0.6666666666666666}, {'ticker': 'PCAR', 'exDate': '2004-02-06', 'paymentDate': '2004-02-06', 'ratio': 0.6666666666666666}, {'ticker': 'PCAR', 'exDate': '2002-05-29', 'paymentDate': '2002-05-29', 'ratio': 0.6666666666666666}]"
1339,FTV,"[{'ticker': 'FTV', 'exDate': '2020-10-09', 'paymentDate': '2020-10-09', 'declaredDate': '2020-09-09', 'ratio': 0.5012531328, 'tofactor': 1000, 'forfactor': 1195}]"
1340,ACIA,[]
1341,IFF,[]
1342,RP,[]
1343,AEE,[]
1344,MMC,"[{'ticker': 'MMC', 'exDate': '2002-07-01', 'paymentDate': '2002-07-01', 'ratio': 0.5}, {'ticker': 'MMC', 'exDate': '1998-06-29', 'paymentDate': '1998-06-29', 'ratio': 0.6666666666666666}]"
1345,TEL,[]
