,symbol,splits
471,HPR,"[{'ticker': 'HPR', 'exDate': '2020-10-30', 'paymentDate': '2020-10-30', 'declaredDate': '2020-10-30', 'ratio': 50, 'tofactor': 50, 'forfactor': 1}]"
472,OXLC,[]
473,FTEK,[]
474,VUZI,"[{'ticker': 'VUZI', 'exDate': '2013-02-06', 'paymentDate': '2013-02-06', 'ratio': 75.01875468867217}]"
475,GLUU,[]
476,GPRO,[]
477,FTFT,"[{'ticker': 'FTFT', 'exDate': '2009-10-26', 'paymentDate': '2009-10-26', 'ratio': 1.5}, {'ticker': 'FTFT', 'exDate': '2008-06-12', 'paymentDate': '2008-06-12', 'ratio': 328.9473684210526}]"
478,EVRI,[]
479,NLY,[]
480,BCRX,[]
481,APA,"[{'ticker': 'APA', 'exDate': '2004-01-15', 'paymentDate': '2004-01-15', 'ratio': 0.5}, {'ticker': 'APA', 'exDate': '2003-03-09', 'paymentDate': '2003-03-09', 'ratio': 0.952380952380952}, {'ticker': 'APA', 'exDate': '2001-12-26', 'paymentDate': '2001-12-26', 'ratio': 0.909090909090909}]"
482,GOGO,[]
483,CLF,"[{'ticker': 'CLF', 'exDate': '2008-05-16', 'paymentDate': '2008-05-16', 'ratio': 0.5}, {'ticker': 'CLF', 'exDate': '2006-07-03', 'paymentDate': '2006-07-03', 'ratio': 0.5}, {'ticker': 'CLF', 'exDate': '2005-01-03', 'paymentDate': '2005-01-03', 'ratio': 0.5}]"
484,CLVS,[]
485,SM,"[{'ticker': 'SM', 'exDate': '2005-04-01', 'paymentDate': '2005-04-01', 'ratio': 0.5}, {'ticker': 'SM', 'exDate': '2000-09-06', 'paymentDate': '2000-09-06', 'ratio': 0.5}]"
486,ACI,[]
487,LXRX,"[{'ticker': 'LXRX', 'exDate': '2015-05-21', 'paymentDate': '2015-05-21', 'declaredDate': '2015-05-21', 'ratio': 7, 'tofactor': 7, 'forfactor': 1}]"
488,PBCT,"[{'ticker': 'PBCT', 'exDate': '2007-04-16', 'paymentDate': '2007-04-16', 'ratio': 0.47619047619047616}, {'ticker': 'PBCT', 'exDate': '2005-05-16', 'paymentDate': '2005-05-16', 'ratio': 0.6666666666666666}, {'ticker': 'PBCT', 'exDate': '2004-05-17', 'paymentDate': '2004-05-17', 'ratio': 0.6666666666666666}]"
489,WIMI,[]
490,AMRS,"[{'ticker': 'AMRS', 'exDate': '2017-06-06', 'paymentDate': '2017-06-06', 'declaredDate': '2017-06-06', 'ratio': 15, 'tofactor': 15, 'forfactor': 1}]"
491,DVN,"[{'ticker': 'DVN', 'exDate': '2004-11-16', 'paymentDate': '2004-11-16', 'ratio': 0.5}]"
492,GT,[]
493,VVPR,[]
494,VTRS,[]
495,YCBD,[]
496,PSEC,[]
497,POWW,[]
498,LUMN,[]
499,SGBX,"[{'ticker': 'SGBX', 'exDate': '2020-02-06', 'paymentDate': '2020-02-06', 'declaredDate': '2020-02-06', 'ratio': 20, 'tofactor': 20, 'forfactor': 1}]"
500,RWT,[]
501,ALT,"[{'ticker': 'ALT', 'exDate': '2018-09-14', 'paymentDate': '2018-09-14', 'declaredDate': '2018-09-14', 'ratio': 30, 'tofactor': 30, 'forfactor': 1}]"
502,CLDR,[]
503,AM,[]
504,LEVI,[]
505,HPE,[]
506,MAC,"[{'ticker': 'MAC', 'exDate': '2010-02-10', 'paymentDate': '2010-02-10', 'ratio': 0.986193293885602}, {'ticker': 'MAC', 'exDate': '2009-11-08', 'paymentDate': '2009-11-08', 'ratio': 0.982414775518224}, {'ticker': 'MAC', 'exDate': '2009-08-09', 'paymentDate': '2009-08-09', 'ratio': 0.981450583963097}, {'ticker': 'MAC', 'exDate': '2009-05-06', 'paymentDate': '2009-05-06', 'ratio': 0.973709834469328}]"
507,UMC,"[{'ticker': 'UMC', 'exDate': '2008-08-07', 'paymentDate': '2008-08-07', 'ratio': 0.956937799043062}, {'ticker': 'UMC', 'exDate': '2007-10-09', 'paymentDate': '2007-10-09', 'ratio': 1.4347202295552368}, {'ticker': 'UMC', 'exDate': '2004-07-12', 'paymentDate': '2004-07-12', 'ratio': 0.925925925925926}, {'ticker': 'UMC', 'exDate': '2003-07-14', 'paymentDate': '2003-07-14', 'ratio': 0.961446014806269}, {'ticker': 'UMC', 'exDate': '2001-07-12', 'paymentDate': '2001-07-12', 'ratio': 0.869565217391304}]"
508,KMI,[]
509,SABR,[]
510,EBON,[]
511,MGI,"[{'ticker': 'MGI', 'exDate': '2011-11-15', 'paymentDate': '2011-11-15', 'ratio': 8}]"
512,PPSI,[]
513,AG,[]
514,RESN,[]
515,ORC,[]
516,AQB,[]
517,TGI,"[{'ticker': 'TGI', 'exDate': '2011-07-15', 'paymentDate': '2011-07-15', 'ratio': 0.5}]"
518,AKBA,[]
519,NETE,"[{'ticker': 'NETE', 'exDate': '2017-10-05', 'paymentDate': '2017-10-05', 'declaredDate': '2017-10-05', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}, {'ticker': 'NETE', 'exDate': '2016-05-25', 'paymentDate': '2016-05-25', 'declaredDate': '2016-05-25', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}]"
520,GENE,"[{'ticker': 'GENE', 'exDate': '2019-08-15', 'paymentDate': '2019-08-15', 'declaredDate': '2019-08-15', 'ratio': 4, 'tofactor': 4, 'forfactor': 1}, {'ticker': 'GENE', 'exDate': '2015-01-20', 'paymentDate': '2015-01-20', 'declaredDate': '2015-01-20', 'ratio': 5, 'tofactor': 5, 'forfactor': 1}]"
521,FRO,"[{'ticker': 'FRO', 'exDate': '2016-02-04', 'paymentDate': '2016-02-04', 'declaredDate': '2016-02-04', 'ratio': 5, 'tofactor': 5, 'forfactor': 1}, {'ticker': 'FRO', 'exDate': '2016-02-03', 'paymentDate': '2016-02-03', 'declaredDate': '2016-02-03', 'ratio': 5, 'tofactor': 5, 'forfactor': 1}]"
522,CEMI,"[{'ticker': 'CEMI', 'exDate': '2012-05-30', 'paymentDate': '2012-05-30', 'ratio': 8}, {'ticker': 'CEMI', 'exDate': '2004-03-11', 'paymentDate': '2004-03-11', 'ratio': 17}]"
523,SU,"[{'ticker': 'SU', 'exDate': '2008-05-27', 'paymentDate': '2008-05-27', 'ratio': 0.5}, {'ticker': 'SU', 'exDate': '2002-05-23', 'paymentDate': '2002-05-23', 'ratio': 0.5}, {'ticker': 'SU', 'exDate': '2000-05-16', 'paymentDate': '2000-05-16', 'ratio': 0.5}]"
524,KERN,[]
525,CMRX,[]
526,CRIS,"[{'ticker': 'CRIS', 'exDate': '2018-05-30', 'paymentDate': '2018-05-30', 'declaredDate': '2018-05-30', 'ratio': 5, 'tofactor': 5, 'forfactor': 1}]"
527,DOYU,[]
528,CLNY,[]
529,HMHC,[]
530,GFI,"[{'ticker': 'GFI', 'exDate': '2013-02-20', 'paymentDate': '2013-02-20', 'ratio': 0.861326442721792}]"
531,DENN,[]
532,AGI,[]
533,PBR,"[{'ticker': 'PBR', 'exDate': '2008-05-08', 'paymentDate': '2008-05-08', 'ratio': 0.5}, {'ticker': 'PBR', 'exDate': '2007-07-02', 'paymentDate': '2007-07-02', 'ratio': 0.5}]"
534,ARR,"[{'ticker': 'ARR', 'exDate': '2015-08-03', 'paymentDate': '2015-08-03', 'declaredDate': '2015-08-03', 'ratio': 8, 'tofactor': 8, 'forfactor': 1}]"
535,FLDM,[]
536,VALE,"[{'ticker': 'VALE', 'exDate': '2007-09-13', 'paymentDate': '2007-09-13', 'ratio': 0.5}, {'ticker': 'VALE', 'exDate': '2006-06-07', 'paymentDate': '2006-06-07', 'ratio': 0.5}, {'ticker': 'VALE', 'exDate': '2004-09-07', 'paymentDate': '2004-09-07', 'ratio': 0.3333333333333333}]"
537,APLE,[]
538,GOEV,[]
539,GCI,[]
540,SFT,[]
541,DHT,"[{'ticker': 'DHT', 'exDate': '2012-07-17', 'paymentDate': '2012-07-17', 'ratio': 12.000480019200769}]"
542,HL,[]
543,SVM,[]
544,REV,"[{'ticker': 'REV', 'exDate': '2008-09-16', 'paymentDate': '2008-09-16', 'ratio': 10}, {'ticker': 'REV', 'exDate': '2003-05-14', 'paymentDate': '2003-05-14', 'ratio': 0.943396226415094}]"
545,MIK,[]
546,BPY,[]
547,GRTS,[]
548,SLS,[]
549,MUR,"[{'ticker': 'MUR', 'exDate': '2013-09-02', 'paymentDate': '2013-09-02', 'ratio': 0.863557858376511}, {'ticker': 'MUR', 'exDate': '2005-06-06', 'paymentDate': '2005-06-06', 'ratio': 0.5}, {'ticker': 'MUR', 'exDate': '2002-12-31', 'paymentDate': '2002-12-31', 'ratio': 0.5}]"
550,SWI,[]
551,EB,[]
552,SRG,[]
553,BCS,"[{'ticker': 'BCS', 'exDate': '2013-09-18', 'paymentDate': '2013-09-18', 'ratio': 0.921658986175115}, {'ticker': 'BCS', 'exDate': '2002-05-06', 'paymentDate': '2002-05-06', 'ratio': 0.25}]"
554,HBI,"[{'ticker': 'HBI', 'exDate': '2015-03-04', 'paymentDate': '2015-03-03', 'declaredDate': '2015-01-28', 'ratio': 0.25, 'tofactor': 1, 'forfactor': 4}]"
555,EQ,[]
556,DBVT,[]
557,NOG,"[{'ticker': 'NOG', 'exDate': '2020-09-21', 'paymentDate': '2020-09-21', 'declaredDate': '2020-09-21', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}]"
558,ENDP,[]
559,APDN,"[{'ticker': 'APDN', 'exDate': '2019-11-01', 'paymentDate': '2019-11-01', 'declaredDate': '2019-11-01', 'ratio': 40, 'tofactor': 40, 'forfactor': 1}]"
560,JE,"[{'ticker': 'JE', 'exDate': '2020-09-29', 'paymentDate': '2020-09-29', 'declaredDate': '2020-09-29', 'ratio': 33, 'tofactor': 33, 'forfactor': 1}]"
561,ADAP,[]
562,XERS,[]
563,FSM,[]
564,SSL,[]
565,PLYA,[]
566,GEO,"[{'ticker': 'GEO', 'exDate': '2017-04-25', 'paymentDate': '2017-04-24', 'ratio': 0.6666666666666666, 'tofactor': 2, 'forfactor': 3}, {'ticker': 'GEO', 'exDate': '2007-06-01', 'paymentDate': '2007-06-01', 'ratio': 0.5}, {'ticker': 'GEO', 'exDate': '2006-10-02', 'paymentDate': '2006-10-02', 'ratio': 0.6666666666666666}]"
567,CNDT,[]
568,ACOR,"[{'ticker': 'ACOR', 'exDate': '2021-01-04', 'paymentDate': '2021-01-04', 'declaredDate': '2021-01-04', 'ratio': 6, 'tofactor': 6, 'forfactor': 1}]"
569,ARLO,[]
570,HIMX,[]
571,IMGN,[]
572,VKTX,[]
573,MNKD,"[{'ticker': 'MNKD', 'exDate': '2017-03-03', 'paymentDate': '2017-03-03', 'declaredDate': '2017-03-03', 'ratio': 5, 'tofactor': 5, 'forfactor': 1}]"
574,ORBC,[]
575,IPOF,[]
576,GIK,[]
577,EXK,[]
578,AQMS,[]
579,CLOV,[]
580,CDE,"[{'ticker': 'CDE', 'exDate': '2009-05-27', 'paymentDate': '2009-05-27', 'ratio': 10}]"
581,NAVI,[]
582,MOGO,[]
583,CBAY,[]
584,MTDR,[]
585,SAND,"[{'ticker': 'SAND', 'exDate': '2012-05-09', 'paymentDate': '2012-05-09', 'ratio': 5}]"
586,AGEN,"[{'ticker': 'AGEN', 'exDate': '2011-10-03', 'paymentDate': '2011-10-03', 'ratio': 5.9998800023999515}]"
587,NBAC,[]
588,ABR,[]
589,CURO,[]
590,UUUU,"[{'ticker': 'UUUU', 'exDate': '2013-11-05', 'paymentDate': '2013-11-05', 'ratio': 50}]"
591,WPRT,[]
592,ORTX,[]
593,ZUO,[]
594,BGFV,[]
595,ENG,[]
596,AMRX,[]
597,VGAC,[]
598,ELYS,[]
599,GNOG,[]
600,PUMP,[]
601,ZYNE,[]
602,AR,[]
603,BTWN,[]
604,MAT,[]
605,VET,[]
606,RRC,"[{'ticker': 'RRC', 'exDate': '2005-12-05', 'paymentDate': '2005-12-05', 'ratio': 0.6666666666666666}]"
607,MOMO,"[{'ticker': 'MOMO', 'exDate': '2011-11-13', 'paymentDate': '2011-11-13', 'ratio': 0.0333333333333333}]"
608,ERJ,[]
609,STNG,"[{'ticker': 'STNG', 'exDate': '2019-01-18', 'paymentDate': '2019-01-18', 'declaredDate': '2019-01-18', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}]"
610,EGO,"[{'ticker': 'EGO', 'exDate': '2018-12-31', 'paymentDate': '2018-12-31', 'declaredDate': '2018-12-31', 'ratio': 5, 'tofactor': 5, 'forfactor': 1}]"
611,INFY,"[{'ticker': 'INFY', 'exDate': '2018-09-12', 'paymentDate': '2018-09-11', 'declaredDate': '2018-08-24', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'INFY', 'exDate': '2015-06-25', 'paymentDate': '2015-06-24', 'declaredDate': '2015-06-08', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'INFY', 'exDate': '2014-12-08', 'paymentDate': '2014-12-05', 'declaredDate': '2014-11-24', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'INFY', 'exDate': '2006-07-18', 'paymentDate': '2006-07-18', 'ratio': 0.5}, {'ticker': 'INFY', 'exDate': '2004-07-07', 'paymentDate': '2004-07-07', 'ratio': 0.5}, {'ticker': 'INFY', 'exDate': '2000-02-15', 'paymentDate': '2000-02-15', 'ratio': 0.5}]"
612,BCLI,[]
613,AVXL,"[{'ticker': 'AVXL', 'exDate': '2015-10-07', 'paymentDate': '2015-10-07', 'declaredDate': '2015-10-07', 'ratio': 4, 'tofactor': 4, 'forfactor': 1}]"
614,GEL,"[{'ticker': 'GEL', 'exDate': '2013-04-03', 'paymentDate': '2013-04-03', 'ratio': 1.1}, {'ticker': 'GEL', 'exDate': '2011-04-11', 'paymentDate': '2011-04-11', 'ratio': 0.1}]"
615,PAA,"[{'ticker': 'PAA', 'exDate': '2012-10-02', 'paymentDate': '2012-10-02', 'ratio': 0.5}]"
616,THBR,[]
617,CX,"[{'ticker': 'CX', 'exDate': '2017-05-03', 'paymentDate': '2017-05-12', 'declaredDate': '2017-04-03', 'ratio': 0.9615384615384616, 'tofactor': 100, 'forfactor': 104}, {'ticker': 'CX', 'exDate': '2016-04-29', 'paymentDate': '2016-05-10', 'declaredDate': '2016-04-04', 'ratio': 0.9615384615384616, 'tofactor': 100, 'forfactor': 104}, {'ticker': 'CX', 'exDate': '2015-04-28', 'paymentDate': '2015-05-08', 'declaredDate': '2015-03-30', 'ratio': 0.9615384615384616, 'tofactor': 100, 'forfactor': 104}, {'ticker': 'CX', 'exDate': '2014-04-22', 'paymentDate': '2014-04-29', 'declaredDate': '2014-03-24', 'ratio': 0.9615384615384616, 'tofactor': 100, 'forfactor': 104}, {'ticker': 'CX', 'exDate': '2013-04-22', 'paymentDate': '2013-04-22', 'ratio': 0.961538461538462}, {'ticker': 'CX', 'exDate': '2012-03-26', 'paymentDate': '2012-03-26', 'ratio': 0.961538461538462}, {'ticker': 'CX', 'exDate': '2009-05-28', 'paymentDate': '2009-05-28', 'ratio': 0.961538461538462}, {'ticker': 'CX', 'exDate': '2006-07-24', 'paymentDate': '2006-07-24', 'ratio': 0.5}, {'ticker': 'CX', 'exDate': '1999-09-21', 'paymentDate': '1999-09-21', 'ratio': 0.3333333333333333}]"
618,SHLX,[]
619,EVGN,"[{'ticker': 'EVGN', 'exDate': '2013-11-19', 'paymentDate': '2013-11-19', 'ratio': 2}]"
620,ORI,"[{'ticker': 'ORI', 'exDate': '2006-01-03', 'paymentDate': '2006-01-03', 'ratio': 0.8}, {'ticker': 'ORI', 'exDate': '2003-12-31', 'paymentDate': '2003-12-31', 'ratio': 0.6666666666666666}, {'ticker': 'ORI', 'exDate': '1998-05-05', 'paymentDate': '1998-05-05', 'ratio': 0.6666666666666666}]"
621,IGT,"[{'ticker': 'IGT', 'exDate': '2003-07-03', 'paymentDate': '2003-07-03', 'ratio': 0.25}]"
622,CIM,"[{'ticker': 'CIM', 'exDate': '2015-04-05', 'paymentDate': '2015-04-06', 'declaredDate': '2015-04-06', 'ratio': 5, 'tofactor': 5, 'forfactor': 1}]"
623,ITUB,"[{'ticker': 'ITUB', 'exDate': '2018-11-28', 'paymentDate': '2018-11-27', 'ratio': 0.6666666666666666, 'tofactor': 2, 'forfactor': 3}, {'ticker': 'ITUB', 'exDate': '2016-10-18', 'paymentDate': '2016-10-25', 'declaredDate': '2016-10-03', 'ratio': 0.9090909090909091, 'tofactor': 100, 'forfactor': 110}, {'ticker': 'ITUB', 'exDate': '2015-07-14', 'paymentDate': '2015-07-21', 'ratio': 0.9090909090909091, 'tofactor': 100, 'forfactor': 110}, {'ticker': 'ITUB', 'exDate': '2014-06-06', 'paymentDate': '2014-06-12', 'declaredDate': '2014-05-27', 'ratio': 0.9090909090909091, 'tofactor': 100, 'forfactor': 110}, {'ticker': 'ITUB', 'exDate': '2013-05-21', 'paymentDate': '2013-05-21', 'ratio': 0.9090909090909091}, {'ticker': 'ITUB', 'exDate': '2008-06-10', 'paymentDate': '2008-06-10', 'ratio': 0.8}, {'ticker': 'ITUB', 'exDate': '2007-10-09', 'paymentDate': '2007-10-09', 'ratio': 0.5}, {'ticker': 'ITUB', 'exDate': '2005-10-07', 'paymentDate': '2005-10-07', 'ratio': 0.2}]"
624,IZEA,"[{'ticker': 'IZEA', 'exDate': '2016-01-11', 'paymentDate': '2016-01-11', 'declaredDate': '2016-01-11', 'ratio': 20, 'tofactor': 20, 'forfactor': 1}, {'ticker': 'IZEA', 'exDate': '2012-08-02', 'paymentDate': '2012-08-02', 'ratio': 40}]"
625,SLDB,[]
626,FIII,[]
627,EURN,[]
628,AREC,"[{'ticker': 'AREC', 'exDate': '2017-05-24', 'paymentDate': '2017-05-24', 'declaredDate': '2017-05-24', 'ratio': 30, 'tofactor': 30, 'forfactor': 1}]"
629,DTIL,[]
630,NMRK,[]
631,EQOS,[]
632,PBF,[]
633,TRIL,[]
634,CAAS,[]
635,CRNT,[]
636,SSRM,[]
637,RMO,[]
638,BCDA,"[{'ticker': 'BCDA', 'exDate': '2019-06-06', 'paymentDate': '2019-06-06', 'declaredDate': '2019-06-06', 'ratio': 9, 'tofactor': 9, 'forfactor': 1}, {'ticker': 'BCDA', 'exDate': '2017-11-03', 'paymentDate': '2017-11-03', 'declaredDate': '2017-11-03', 'ratio': 12, 'tofactor': 12, 'forfactor': 1}, {'ticker': 'BCDA', 'exDate': '2008-03-14', 'paymentDate': '2008-03-14', 'ratio': 10}, {'ticker': 'BCDA', 'exDate': '2004-01-06', 'paymentDate': '2004-01-06', 'ratio': 0.16666666666666666}, {'ticker': 'BCDA', 'exDate': '2001-08-23', 'paymentDate': '2001-08-23', 'ratio': 3.000030000300003}]"
639,IPV,[]
640,SPWH,[]
641,APRE,"[{'ticker': 'APRE', 'exDate': '2018-12-27', 'paymentDate': '2018-12-27', 'declaredDate': '2018-12-27', 'ratio': 1000, 'tofactor': 1000, 'forfactor': 1}]"
642,KEY,"[{'ticker': 'KEY', 'exDate': '1998-03-09', 'paymentDate': '1998-03-09', 'ratio': 0.5}]"
643,BOX,[]
644,SURF,[]
645,LX,[]
646,LIZI,[]
647,ETM,[]
648,SGMO,[]
649,LADR,[]
650,LC,"[{'ticker': 'LC', 'exDate': '2019-07-08', 'paymentDate': '2019-07-08', 'declaredDate': '2019-07-08', 'ratio': 5, 'tofactor': 5, 'forfactor': 1}]"
651,GTEC,[]
652,RVP,[]
653,FHN,"[{'ticker': 'FHN', 'exDate': '2009-09-08', 'paymentDate': '2009-09-08', 'ratio': 0.984348853233586}, {'ticker': 'FHN', 'exDate': '2008-09-09', 'paymentDate': '2008-09-09', 'ratio': 0.970308558121483}, {'ticker': 'FHN', 'exDate': '1998-02-23', 'paymentDate': '1998-02-23', 'ratio': 0.5}]"
654,YEXT,[]
655,CERS,[]
656,HBAN,"[{'ticker': 'HBAN', 'exDate': '2000-07-11', 'paymentDate': '2000-07-11', 'ratio': 0.909090909090909}, {'ticker': 'HBAN', 'exDate': '1999-07-11', 'paymentDate': '1999-07-11', 'ratio': 0.909090909090909}, {'ticker': 'HBAN', 'exDate': '1998-07-12', 'paymentDate': '1998-07-12', 'ratio': 0.909090909090909}]"
657,GIX,[]
658,YRCW,"[{'ticker': 'YRCW', 'exDate': '2011-12-02', 'paymentDate': '2011-12-02', 'ratio': 300.3003003003003}, {'ticker': 'YRCW', 'exDate': '2010-10-01', 'paymentDate': '2010-10-01', 'ratio': 25}]"
659,IPOD,[]
660,CVE,[]
661,CGRO,[]
662,EQX,[]
663,PHYS,[]
664,ASX,"[{'ticker': 'ASX', 'exDate': '2010-07-26', 'paymentDate': '2010-07-26', 'ratio': 0.917431192660551}, {'ticker': 'ASX', 'exDate': '2008-08-13', 'paymentDate': '2008-08-13', 'ratio': 0.9718172983479106}, {'ticker': 'ASX', 'exDate': '2007-08-20', 'paymentDate': '2007-08-20', 'ratio': 0.8711560240439064}, {'ticker': 'ASX', 'exDate': '2005-09-07', 'paymentDate': '2005-09-07', 'ratio': 0.9092562284051645}, {'ticker': 'ASX', 'exDate': '2004-08-25', 'paymentDate': '2004-08-25', 'ratio': 0.9457159069415548}, {'ticker': 'ASX', 'exDate': '2003-08-22', 'paymentDate': '2003-08-22', 'ratio': 0.9090909090909091}, {'ticker': 'ASX', 'exDate': '2001-07-17', 'paymentDate': '2001-07-17', 'ratio': 0.8547008547008548}]"
665,XNET,[]
666,WBAI,[]
667,MFGP,"[{'ticker': 'MFGP', 'exDate': '2019-04-30', 'paymentDate': '2019-04-30', 'declaredDate': '2019-04-30', 'ratio': 1, 'tofactor': 1, 'forfactor': 1}]"
668,ARCC,[]
669,RF,"[{'ticker': 'RF', 'exDate': '2004-07-01', 'paymentDate': '2004-07-01', 'ratio': 0.8097165991902834}]"
670,PGEN,[]
671,CYH,[]
672,FOLD,[]
673,PSLV,[]
674,GILT,"[{'ticker': 'GILT', 'exDate': '2003-04-16', 'paymentDate': '2003-04-16', 'ratio': 20}]"
675,INN,[]
676,HRB,"[{'ticker': 'HRB', 'exDate': '2005-08-23', 'paymentDate': '2005-08-23', 'ratio': 0.5}, {'ticker': 'HRB', 'exDate': '2001-08-02', 'paymentDate': '2001-08-02', 'ratio': 0.5}]"
677,ETRN,[]
678,ENBL,[]
679,ANGI,[]
680,KDMN,[]
681,TAK,[]
682,WES,[]
683,ACY,[]
684,INFI,"[{'ticker': 'INFI', 'exDate': '2006-09-13', 'paymentDate': '2006-09-13', 'ratio': 4}]"
685,DB,[]
686,FOSL,"[{'ticker': 'FOSL', 'exDate': '2004-04-12', 'paymentDate': '2004-04-12', 'ratio': 0.6666666666666666}, {'ticker': 'FOSL', 'exDate': '2002-06-10', 'paymentDate': '2002-06-10', 'ratio': 0.6666666666666666}, {'ticker': 'FOSL', 'exDate': '1999-08-18', 'paymentDate': '1999-08-18', 'ratio': 0.6666666666666666}, {'ticker': 'FOSL', 'exDate': '1998-04-09', 'paymentDate': '1998-04-09', 'ratio': 0.6666666666666666}]"
687,AUPH,[]
688,GOCO,[]
689,LMNL,[]
690,TCS,[]
691,KALA,[]
692,KIM,"[{'ticker': 'KIM', 'exDate': '2005-08-24', 'paymentDate': '2005-08-24', 'ratio': 0.5}, {'ticker': 'KIM', 'exDate': '2001-12-24', 'paymentDate': '2001-12-24', 'ratio': 0.6666666666666666}]"
693,SLCA,[]
694,LTRPA,[]
695,CLA,[]
696,OCUL,[]
697,SNOA,"[{'ticker': 'SNOA', 'exDate': '2019-06-20', 'paymentDate': '2019-06-20', 'declaredDate': '2019-06-20', 'ratio': 9, 'tofactor': 9, 'forfactor': 1}, {'ticker': 'SNOA', 'exDate': '2013-04-01', 'paymentDate': '2013-04-01', 'ratio': 6.999860002799944}]"
698,FUSE,[]
699,GNPX,[]
700,AMTX,[]
701,TRIT,[]
702,FTI,"[{'ticker': 'FTI', 'exDate': '2011-04-01', 'paymentDate': '2011-04-01', 'ratio': 0.5}, {'ticker': 'FTI', 'exDate': '2007-09-04', 'paymentDate': '2007-09-04', 'ratio': 0.5}]"
703,CRDF,[]
704,INFN,[]
705,GOL,"[{'ticker': 'GOL', 'exDate': '2017-11-22', 'paymentDate': '2017-11-21', 'declaredDate': '2017-11-10', 'ratio': 0.4, 'tofactor': 2, 'forfactor': 5}, {'ticker': 'GOL', 'exDate': '2017-05-02', 'paymentDate': '2017-05-01', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'GOL', 'exDate': '2016-02-26', 'paymentDate': '2016-02-26', 'declaredDate': '2016-02-26', 'ratio': 10, 'tofactor': 10, 'forfactor': 1}, {'ticker': 'GOL', 'exDate': '2005-12-13', 'paymentDate': '2005-12-13', 'ratio': 0.5}]"
706,GOVX,"[{'ticker': 'GOVX', 'exDate': '2020-01-24', 'paymentDate': '2020-01-24', 'declaredDate': '2020-01-24', 'ratio': 2000, 'tofactor': 2000, 'forfactor': 1}, {'ticker': 'GOVX', 'exDate': '2020-01-15', 'paymentDate': '2020-01-15', 'declaredDate': '2020-01-15', 'ratio': 2000, 'tofactor': 2000, 'forfactor': 1}, {'ticker': 'GOVX', 'exDate': '2019-05-02', 'paymentDate': '2019-05-02', 'declaredDate': '2019-05-02', 'ratio': 500, 'tofactor': 500, 'forfactor': 1}, {'ticker': 'GOVX', 'exDate': '2010-04-28', 'paymentDate': '2010-04-28', 'ratio': 50}]"
707,PBI,"[{'ticker': 'PBI', 'exDate': '1998-01-20', 'paymentDate': '1998-01-20', 'ratio': 0.5}]"
708,KPTI,[]
709,LU,"[{'ticker': 'LU', 'exDate': '1999-04-05', 'paymentDate': '1999-04-05', 'ratio': 0.5}, {'ticker': 'LU', 'exDate': '1998-04-02', 'paymentDate': '1998-04-02', 'ratio': 0.5}]"
710,VIAV,"[{'ticker': 'VIAV', 'exDate': '2006-10-17', 'paymentDate': '2006-10-17', 'ratio': 8}, {'ticker': 'VIAV', 'exDate': '2000-03-13', 'paymentDate': '2000-03-13', 'ratio': 0.5}, {'ticker': 'VIAV', 'exDate': '1999-12-30', 'paymentDate': '1999-12-30', 'ratio': 0.5}, {'ticker': 'VIAV', 'exDate': '1999-07-27', 'paymentDate': '1999-07-27', 'ratio': 0.5}]"
711,EIGI,[]
712,ATI,"[{'ticker': 'ATI', 'exDate': '1999-12-02', 'paymentDate': '1999-12-02', 'ratio': 2}, {'ticker': 'ATI', 'exDate': '1999-11-29', 'paymentDate': '1999-11-29', 'ratio': 2}]"
713,RUBY,[]
714,OSUR,[]
715,CRK,[]
716,DBI,"[{'ticker': 'DBI', 'exDate': '2013-11-04', 'paymentDate': '2013-11-04', 'ratio': 0.5}]"
717,OCX,[]
718,GSKY,[]
719,ANPC,[]
720,HST,"[{'ticker': 'HST', 'exDate': '2009-11-03', 'paymentDate': '2009-11-03', 'ratio': 0.978952520802741}]"
721,SID,"[{'ticker': 'SID', 'exDate': '2010-04-07', 'paymentDate': '2010-04-07', 'ratio': 0.5}, {'ticker': 'SID', 'exDate': '2008-02-11', 'paymentDate': '2008-02-11', 'ratio': 0.3333333333333333}, {'ticker': 'SID', 'exDate': '2004-06-10', 'paymentDate': '2004-06-10', 'ratio': 0.25}]"
722,CHX,[]
723,IMMR,[]
724,EQT,"[{'ticker': 'EQT', 'exDate': '2005-09-02', 'paymentDate': '2005-09-02', 'ratio': 0.5}, {'ticker': 'EQT', 'exDate': '2001-06-12', 'paymentDate': '2001-06-12', 'ratio': 0.5}]"
725,VG,[]
726,SWCH,[]
727,SBSW,[]
